CGPA,Projects,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,label,Practical Experiences,I+P,I+W,P+W,Aptitude*SoftSkills,Internships less than 2,Workshops/Certifications less than 2
8.1,3,88,4.3,0,0,72,85,0,4,4,1,3,378.4,1,1
7.7,1,75,4.4,1,0,81,82,0,3,3,2,1,330.0,0,1
8.6,3,87,4.8,1,1,77,82,1,7,5,4,5,417.59999999999997,0,0
7.5,2,77,4.3,0,0,55,74,0,3,3,1,2,331.09999999999997,1,1
8.4,2,73,4.8,1,0,78,82,1,6,4,4,4,350.4,0,0
7.5,2,73,4.4,1,1,86,74,1,4,4,2,2,321.20000000000005,0,1
8.7,3,90,4.8,1,1,75,88,1,7,5,4,5,432.0,0,0
8.3,2,85,4.6,1,1,72,88,1,5,3,3,4,390.99999999999994,1,0
7.6,3,90,4.5,1,1,75,82,1,7,5,4,5,405.0,0,0
7.4,3,75,4.5,1,1,83,67,1,5,4,2,4,337.5,1,1
7.7,2,74,4.1,0,1,55,63,0,5,4,3,3,303.4,0,1
8.2,3,88,4.8,1,1,71,82,0,5,4,2,4,422.4,1,1
6.8,1,67,4.1,0,0,57,61,0,2,2,1,1,274.7,1,1
8.2,3,76,4.7,1,1,77,66,0,3,3,0,3,357.2,1,1
8.3,3,88,4.7,1,1,70,85,1,7,5,4,5,413.6,0,0
7.1,2,67,3.2,0,0,57,57,0,2,2,0,2,214.4,1,1
6.5,2,60,3.5,0,0,60,65,0,4,3,2,3,210.0,1,1
7.9,1,78,4.1,1,1,58,76,0,4,3,3,2,319.79999999999995,0,1
7.7,3,82,4.2,1,1,90,88,1,4,4,1,3,344.40000000000003,1,1
6.5,3,68,4.0,1,1,86,71,0,5,4,2,4,272.0,1,1
8.2,2,90,4.7,1,1,76,80,1,4,3,2,3,423.0,1,1
7.6,2,70,4.8,0,1,73,84,1,5,3,3,4,336.0,1,0
8.1,3,90,4.4,1,1,70,88,0,7,5,4,5,396.00000000000006,0,0
7.5,1,71,4.3,0,0,57,68,0,3,2,2,2,305.3,1,1
7.4,3,81,4.7,1,1,76,84,1,4,4,1,3,380.7,1,1
7.8,3,90,4.7,1,1,81,82,1,5,3,2,5,423.0,1,0
8.2,3,90,4.8,1,1,88,82,1,7,5,4,5,432.0,0,0
8.4,3,79,4.5,1,1,75,64,0,5,3,2,5,355.5,1,0
8.2,3,90,4.7,1,1,85,80,1,7,5,4,5,423.0,0,0
7.6,1,87,4.8,1,0,88,62,0,5,3,4,3,417.59999999999997,0,0
6.5,3,84,4.7,1,1,85,83,1,6,5,3,4,394.8,0,1
6.7,3,90,4.8,0,0,55,63,0,5,3,2,5,432.0,1,0
7.5,2,60,4.0,0,1,56,71,0,3,3,1,2,240.0,1,1
7.5,1,60,4.1,0,0,55,64,0,3,2,2,2,245.99999999999997,1,1
8.7,3,90,4.8,1,1,77,86,1,7,5,4,5,432.0,0,0
7.4,2,71,4.8,0,1,63,69,0,4,3,2,3,340.8,1,1
7.8,1,77,4.1,1,1,55,70,0,2,1,1,2,315.7,1,1
7.3,1,81,4.4,0,0,55,65,0,2,2,1,1,356.40000000000003,1,1
8.0,0,76,4.8,1,0,62,64,1,2,0,2,2,364.8,1,0
7.5,3,90,4.8,1,1,74,85,1,5,4,2,4,432.0,1,1
6.5,3,68,4.2,1,0,64,62,1,3,3,0,3,285.6,1,1
7.9,1,66,4.1,0,0,72,84,0,1,1,0,1,270.59999999999997,1,1
8.0,3,87,4.3,1,1,79,67,0,4,4,1,3,374.09999999999997,1,1
7.8,1,85,4.5,1,1,70,65,0,2,2,1,1,382.5,1,1
8.5,3,90,4.8,1,1,80,84,1,7,5,4,5,432.0,0,0
8.4,3,90,4.6,1,1,82,88,1,6,4,3,5,413.99999999999994,1,0
7.0,3,82,4.6,0,1,71,72,0,4,4,1,3,377.2,1,1
7.6,2,85,4.6,0,0,90,79,0,4,3,2,3,390.99999999999994,1,1
6.8,1,75,3.8,0,1,60,67,0,3,2,2,2,285.0,1,1
7.5,2,63,3.5,0,1,75,66,0,3,2,1,3,220.5,1,1
6.9,2,70,4.4,1,1,55,66,0,4,3,2,3,308.0,1,1
7.7,2,76,4.1,1,1,66,78,0,5,3,3,4,311.59999999999997,1,0
6.8,1,74,3.8,0,1,62,67,0,2,2,1,1,281.2,1,1
8.3,3,78,4.7,1,1,76,82,0,4,4,1,3,366.6,1,1
7.6,1,89,3.9,0,1,55,67,0,4,3,3,2,347.09999999999997,0,1
7.7,1,67,4.2,1,0,64,64,0,2,1,1,2,281.40000000000003,1,1
8.5,2,79,4.8,1,0,55,64,0,4,4,2,2,379.2,0,1
6.5,1,84,4.5,1,1,55,84,0,2,2,1,1,378.0,1,1
7.7,1,73,3.9,0,1,59,67,1,2,2,1,1,284.7,1,1
7.4,2,90,4.8,1,1,73,67,1,4,3,2,3,432.0,1,1
6.7,1,68,4.3,0,0,55,60,0,3,2,2,2,292.4,1,1
8.3,2,88,4.4,1,1,78,86,1,5,3,3,4,387.20000000000005,1,0
7.6,1,70,4.0,0,0,69,69,0,2,1,1,2,280.0,1,1
8.4,1,72,3.9,1,0,60,82,0,2,2,1,1,280.8,1,1
7.4,1,80,4.3,1,1,55,66,0,4,2,3,3,344.0,1,0
7.5,2,90,4.3,1,1,59,84,1,4,3,2,3,387.0,1,1
8.3,3,90,4.8,1,1,78,83,1,5,5,2,3,432.0,0,1
8.3,3,85,4.7,1,1,76,87,1,7,5,4,5,399.5,0,0
7.6,2,74,4.6,0,1,74,85,1,4,3,2,3,340.4,1,1
8.6,2,88,4.8,1,0,83,77,1,6,4,4,4,422.4,0,0
6.6,2,81,3.4,1,1,81,85,1,4,3,2,3,275.4,1,1
7.4,1,69,3.8,0,1,55,64,1,3,2,2,2,262.2,1,1
7.7,2,81,4.4,1,1,55,82,1,3,3,1,2,356.40000000000003,1,1
8.5,1,83,4.3,1,1,89,86,1,4,2,3,3,356.9,1,0
6.5,1,81,4.6,0,0,56,73,0,3,2,2,2,372.59999999999997,1,1
6.6,1,72,3.4,0,0,83,65,0,2,1,1,2,244.79999999999998,1,1
8.3,3,90,4.8,1,0,69,80,1,7,5,4,5,432.0,0,0
8.5,3,88,4.6,1,1,85,84,1,7,5,4,5,404.79999999999995,0,0
7.4,2,79,4.7,1,1,59,67,0,4,3,2,3,371.3,1,1
7.6,2,79,4.3,1,1,79,69,1,3,3,1,2,339.7,1,1
7.6,1,74,4.6,1,1,76,67,1,3,1,2,3,340.4,1,0
8.1,3,90,4.8,1,1,83,83,0,4,4,1,3,432.0,1,1
6.8,3,89,4.8,1,1,78,69,1,5,3,2,5,427.2,1,0
7.3,1,84,4.3,0,0,61,74,0,2,2,1,1,361.2,1,1
7.6,3,85,3.8,1,0,79,83,0,5,3,2,5,323.0,1,0
7.4,3,88,4.2,1,1,55,74,0,4,4,1,3,369.6,1,1
6.5,1,77,4.1,0,0,55,67,0,1,1,0,1,315.7,1,1
8.2,2,85,4.5,1,1,69,82,0,6,3,4,5,382.5,1,0
7.3,1,90,4.6,1,0,76,62,0,2,2,1,1,413.99999999999994,1,1
8.4,2,85,4.8,1,1,55,66,1,4,3,2,3,408.0,1,1
7.8,3,90,4.8,1,1,64,88,0,5,3,2,5,432.0,1,0
8.1,3,90,4.8,1,1,79,83,1,7,5,4,5,432.0,0,0
8.7,3,87,4.8,1,1,55,84,1,7,5,4,5,417.59999999999997,0,0
6.9,1,79,3.6,0,0,61,67,0,1,1,0,1,284.40000000000003,1,1
8.3,3,90,4.8,1,1,71,84,1,7,5,4,5,432.0,0,0
7.6,1,76,4.0,0,1,75,70,1,2,2,1,1,304.0,1,1
7.3,1,88,4.1,0,0,55,68,0,3,2,2,2,360.79999999999995,1,1
8.8,3,83,4.8,1,1,72,84,1,6,4,3,5,398.4,1,0
6.7,1,82,3.9,0,1,66,66,1,2,2,1,1,319.8,1,1
8.3,3,90,4.6,1,1,80,83,1,7,5,4,5,413.99999999999994,0,0
7.6,3,68,4.6,1,1,72,83,1,5,4,2,4,312.79999999999995,1,1
8.2,1,71,4.2,1,1,85,85,0,5,3,4,3,298.2,0,0
8.1,2,71,4.4,1,1,78,83,1,4,4,2,2,312.40000000000003,0,1
7.1,2,76,4.2,0,0,63,64,0,4,2,2,4,319.2,1,0
8.6,2,82,3.7,1,1,77,65,1,3,3,1,2,303.40000000000003,1,1
7.0,2,67,4.3,0,1,69,69,0,3,3,1,2,288.09999999999997,1,1
8.7,1,82,4.5,1,1,73,86,1,3,1,2,3,369.0,1,0
8.1,2,84,4.3,1,1,77,83,0,4,3,2,3,361.2,1,1
7.5,2,87,4.6,1,1,83,81,1,3,3,1,2,400.2,1,1
6.5,3,74,4.2,0,0,90,67,0,7,5,4,5,310.8,0,0
7.5,2,62,4.5,0,0,55,65,0,3,2,1,3,279.0,1,1
7.1,3,90,4.4,1,1,77,87,1,7,5,4,5,396.00000000000006,0,0
7.7,2,74,4.1,0,1,67,64,0,4,3,2,3,303.4,1,1
7.9,3,79,3.7,0,1,67,83,0,4,4,1,3,292.3,1,1
8.4,1,87,4.8,0,1,75,78,0,4,3,3,2,417.59999999999997,0,1
6.9,1,67,3.9,1,0,67,65,0,1,1,0,1,261.3,1,1
7.7,2,78,3.6,0,1,64,81,0,3,3,1,2,280.8,1,1
8.1,3,81,4.8,1,1,72,88,0,5,5,2,3,388.8,0,1
8.5,1,82,3.4,1,0,76,85,0,4,2,3,3,278.8,1,0
7.7,3,78,4.8,1,0,82,69,0,7,5,4,5,374.4,0,0
8.4,3,84,4.5,1,1,78,78,1,7,5,4,5,378.0,0,0
6.5,2,70,3.8,0,0,61,70,0,4,3,2,3,266.0,1,1
7.5,1,81,4.6,1,1,60,67,0,2,2,1,1,372.59999999999997,1,1
7.4,1,75,4.2,0,1,65,65,0,3,2,2,2,315.0,1,1
8.7,3,90,4.8,1,1,70,88,1,6,4,3,5,432.0,1,0
6.7,1,66,3.4,0,1,59,68,0,3,2,2,2,224.4,1,1
8.1,3,87,4.4,1,1,86,83,1,7,5,4,5,382.8,0,0
8.3,2,90,4.6,1,1,81,81,1,4,4,2,2,413.99999999999994,0,1
8.1,3,90,4.6,1,1,79,88,1,6,4,3,5,413.99999999999994,1,0
7.6,2,86,4.0,1,1,62,70,0,3,3,1,2,344.0,1,1
7.9,2,90,4.3,1,1,74,88,1,5,3,3,4,387.0,1,0
7.8,3,76,3.7,1,1,85,79,1,3,3,0,3,281.2,1,1
6.8,2,67,4.8,0,0,55,73,0,3,3,1,2,321.59999999999997,1,1
8.3,1,84,4.7,1,1,65,64,1,3,1,2,3,394.8,1,0
8.7,3,90,4.7,1,1,74,86,1,6,4,3,5,423.0,1,0
7.4,2,71,4.0,0,1,55,73,1,2,2,0,2,284.0,1,1
7.9,2,69,4.2,0,0,61,66,0,2,2,0,2,289.8,1,1
8.1,3,90,4.8,1,1,80,83,1,7,5,4,5,432.0,0,0
7.9,3,90,4.8,1,1,82,84,1,7,5,4,5,432.0,0,0
6.7,1,65,4.0,0,1,64,61,0,3,2,2,2,260.0,1,1
8.1,3,87,4.6,1,1,85,80,1,7,5,4,5,400.2,0,0
7.0,1,70,4.8,0,0,61,63,0,3,2,2,2,336.0,1,1
8.0,2,81,4.2,1,1,66,72,0,3,3,1,2,340.2,1,1
8.3,3,86,4.8,1,1,66,88,1,6,4,3,5,412.8,1,0
8.4,1,81,3.9,1,1,64,84,1,4,2,3,3,315.9,1,0
8.2,2,74,4.5,0,1,65,84,0,5,4,3,3,333.0,0,1
7.5,1,72,4.1,0,1,55,63,0,2,2,1,1,295.2,1,1
8.2,3,79,4.8,1,1,79,86,1,6,5,3,4,379.2,0,1
8.4,1,77,4.5,1,1,71,72,0,5,3,4,3,346.5,0,0
6.9,2,73,4.5,0,0,60,65,0,4,3,2,3,328.5,1,1
6.8,1,67,4.3,1,0,84,61,0,2,2,1,1,288.09999999999997,1,1
7.7,1,76,3.9,0,0,58,66,0,2,1,1,2,296.4,1,1
7.6,1,66,3.5,0,0,55,67,0,1,1,0,1,231.0,1,1
8.6,2,74,4.4,0,0,55,66,1,3,3,1,2,325.6,1,1
7.5,1,79,3.7,0,0,55,58,0,2,2,1,1,292.3,1,1
8.3,1,72,3.5,0,0,60,71,0,2,1,1,2,252.0,1,1
7.7,1,70,3.9,0,1,55,67,0,2,2,1,1,273.0,1,1
7.6,1,70,3.5,0,0,63,62,0,2,2,1,1,245.0,1,1
7.5,3,80,4.0,1,1,60,62,0,4,4,1,3,320.0,1,1
8.4,3,79,4.4,1,1,78,82,1,5,4,2,4,347.6,1,1
8.0,3,90,4.8,1,1,87,88,1,7,5,4,5,432.0,0,0
8.1,3,90,4.8,1,1,70,81,1,7,5,4,5,432.0,0,0
7.6,3,84,4.6,1,1,72,85,1,7,5,4,5,386.4,0,0
6.8,3,82,4.2,1,1,74,72,0,4,3,1,4,344.40000000000003,1,1
7.3,2,73,4.7,1,1,75,72,0,5,3,3,4,343.1,1,0
8.1,3,90,4.2,1,1,69,88,1,5,3,2,5,378.0,1,0
8.1,3,90,4.8,1,1,84,86,1,7,5,4,5,432.0,0,0
7.7,3,79,4.8,0,1,75,69,0,4,4,1,3,379.2,1,1
7.5,2,82,4.8,1,1,68,64,1,2,2,0,2,393.59999999999997,1,1
7.8,1,69,4.2,0,0,57,71,0,2,1,1,2,289.8,1,1
8.4,3,89,4.6,1,1,74,70,0,6,5,3,4,409.4,0,1
8.3,3,86,4.7,0,0,81,84,0,6,5,3,4,404.2,0,1
7.4,1,67,4.5,0,0,55,67,0,3,2,2,2,301.5,1,1
7.6,2,82,4.7,0,1,64,65,0,4,3,2,3,385.40000000000003,1,1
8.3,3,86,4.8,1,1,81,86,1,7,4,4,6,412.8,1,0
6.5,1,72,3.6,0,0,60,59,0,1,1,0,1,259.2,1,1
6.5,1,76,3.9,0,1,57,76,0,2,2,1,1,296.4,1,1
6.5,2,77,4.6,0,1,64,70,0,3,3,1,2,354.2,1,1
8.4,3,68,3.6,1,1,72,61,1,6,4,3,5,244.8,1,0
8.6,3,81,4.8,1,1,79,71,1,4,4,1,3,388.8,1,1
8.4,2,75,4.1,1,1,55,73,0,5,3,3,4,307.5,1,0
7.6,1,65,4.1,0,0,55,68,0,1,1,0,1,266.5,1,1
8.3,3,90,4.8,1,1,77,85,1,7,5,4,5,432.0,0,0
7.7,1,76,4.6,0,1,84,63,0,3,1,2,3,349.59999999999997,1,0
6.5,1,71,4.4,1,1,55,75,0,2,1,1,2,312.40000000000003,1,1
7.6,1,70,4.0,0,1,55,57,0,2,2,1,1,280.0,1,1
7.7,1,79,3.9,0,1,55,72,0,2,2,1,1,308.09999999999997,1,1
8.2,3,71,4.8,1,1,73,70,0,6,4,3,5,340.8,1,0
7.6,2,89,4.5,0,0,60,64,0,4,3,2,3,400.5,1,1
7.3,3,83,4.7,1,1,70,84,1,6,4,3,5,390.1,1,0
8.3,2,81,4.3,1,1,73,72,0,5,4,3,3,348.3,0,1
8.4,3,90,4.7,1,1,79,88,1,6,4,3,5,423.0,1,0
7.5,1,80,3.8,0,0,58,67,0,3,2,2,2,304.0,1,1
7.7,2,78,4.4,1,1,80,83,0,3,3,1,2,343.20000000000005,1,1
7.6,1,79,3.9,0,0,57,62,0,2,2,1,1,308.09999999999997,1,1
7.1,2,70,4.0,0,0,57,72,0,3,3,1,2,280.0,1,1
6.6,1,72,4.1,0,1,64,70,0,2,1,1,2,295.2,1,1
8.2,2,90,4.8,0,1,72,62,1,5,4,3,3,432.0,0,1
8.4,3,78,4.8,1,0,85,81,0,6,4,3,5,374.4,1,0
6.8,3,76,3.9,1,1,85,73,0,5,3,2,5,296.4,1,0
7.9,2,82,4.5,1,1,67,63,0,4,3,2,3,369.0,1,1
8.1,3,88,4.4,0,1,77,87,1,5,4,2,4,387.20000000000005,1,1
8.4,3,90,4.5,1,1,85,86,1,7,5,4,5,405.0,0,0
8.2,3,87,4.8,1,1,75,72,1,7,5,4,5,417.59999999999997,0,0
7.6,1,68,4.2,0,0,56,67,0,3,2,2,2,285.6,1,1
7.1,2,80,3.8,0,1,57,70,0,2,2,0,2,304.0,1,1
8.3,3,90,4.8,1,1,80,81,1,7,4,4,6,432.0,1,0
8.6,3,88,4.8,1,1,85,83,1,5,3,2,5,422.4,1,0
6.7,2,60,4.1,0,0,55,70,0,4,3,2,3,245.99999999999997,1,1
8.0,2,87,4.4,1,1,87,82,1,3,3,1,2,382.8,1,1
6.5,1,67,4.3,0,0,55,67,0,3,2,2,2,288.09999999999997,1,1
7.1,1,71,4.0,0,1,56,64,0,2,1,1,2,284.0,1,1
6.7,1,83,4.4,0,0,62,68,0,1,1,0,1,365.20000000000005,1,1
6.5,1,63,3.7,0,0,58,66,0,2,1,1,2,233.10000000000002,1,1
7.7,1,85,4.7,1,1,80,82,0,4,2,3,3,399.5,1,0
6.5,2,67,4.4,0,0,72,68,0,3,3,1,2,294.8,1,1
7.7,1,65,4.0,0,0,57,66,0,2,1,1,2,260.0,1,1
8.0,3,90,4.7,1,1,70,87,1,7,5,4,5,423.0,0,0
6.5,1,70,4.8,1,1,79,62,1,2,2,1,1,336.0,1,1
7.1,1,72,4.3,0,1,55,65,0,3,2,2,2,309.59999999999997,1,1
7.4,2,88,3.6,0,0,75,68,0,2,2,0,2,316.8,1,1
6.5,1,75,3.9,0,0,58,66,0,3,2,2,2,292.5,1,1
7.5,1,79,3.9,1,1,68,82,0,5,3,4,3,308.09999999999997,0,0
8.9,2,77,4.5,1,1,71,86,0,3,3,1,2,346.5,1,1
8.3,1,86,4.8,1,0,74,86,0,3,3,2,1,412.8,0,1
8.4,3,90,4.8,1,1,70,84,0,6,4,3,5,432.0,1,0
6.6,2,70,3.2,0,1,62,58,0,3,2,1,3,224.0,1,1
8.1,3,75,3.7,1,1,86,66,1,6,5,3,4,277.5,0,1
6.5,2,79,4.6,1,0,71,75,1,3,3,1,2,363.4,1,1
6.5,3,90,4.8,1,1,82,86,1,5,3,2,5,432.0,1,0
8.6,3,90,4.8,1,1,79,82,1,7,5,4,5,432.0,0,0
6.5,2,84,4.3,0,1,80,69,0,3,3,1,2,361.2,1,1
8.0,1,84,3.9,1,0,55,66,0,2,2,1,1,327.59999999999997,1,1
7.6,1,84,4.3,0,0,55,68,0,2,1,1,2,361.2,1,1
7.4,1,65,4.7,0,0,55,58,0,2,1,1,2,305.5,1,1
8.4,3,75,4.8,0,0,64,81,1,5,5,2,3,360.0,0,1
8.4,3,77,4.7,1,1,79,84,1,4,4,1,3,361.90000000000003,1,1
7.5,2,69,3.8,0,1,57,69,0,4,3,2,3,262.2,1,1
6.5,1,75,4.7,0,1,56,69,1,2,2,1,1,352.5,1,1
7.4,2,67,4.2,0,1,58,64,0,4,3,2,3,281.40000000000003,1,1
8.4,3,88,4.8,1,1,80,85,1,6,4,3,5,422.4,1,0
6.5,2,71,4.3,0,1,55,70,0,3,3,1,2,305.3,1,1
8.6,3,90,4.8,1,1,84,85,1,7,5,4,5,432.0,0,0
6.5,1,71,4.1,1,1,64,85,0,4,2,3,3,291.09999999999997,1,0
7.7,1,71,4.3,1,0,57,71,0,3,2,2,2,305.3,1,1
8.7,3,90,4.8,1,1,76,85,1,6,4,3,5,432.0,1,0
6.5,1,65,3.5,0,1,55,71,0,1,1,0,1,227.5,1,1
8.1,3,90,4.8,1,1,74,80,1,5,4,2,4,432.0,1,1
8.7,3,77,4.3,1,1,72,67,0,6,5,3,4,331.09999999999997,0,1
7.7,1,71,4.0,0,0,55,62,0,2,1,1,2,284.0,1,1
8.7,3,88,4.8,1,1,83,86,1,6,4,3,5,422.4,1,0
7.1,2,77,3.7,1,1,71,69,1,3,3,1,2,284.90000000000003,1,1
6.6,2,74,3.7,0,0,55,66,0,4,3,2,3,273.8,1,1
7.6,2,60,3.9,0,0,55,63,0,3,3,1,2,234.0,1,1
7.4,1,81,3.8,0,1,55,84,0,3,2,2,2,307.8,1,1
8.0,1,83,4.7,0,1,60,87,1,2,2,1,1,390.1,1,1
8.3,3,90,4.7,1,1,76,88,1,7,5,4,5,423.0,0,0
7.0,1,82,4.4,1,0,55,73,0,1,1,0,1,360.8,1,1
7.9,1,74,4.8,1,0,80,79,0,4,2,3,3,355.2,1,0
6.5,3,67,3.5,1,1,86,72,1,4,3,1,4,234.5,1,1
7.4,1,68,4.7,0,1,55,66,0,3,2,2,2,319.6,1,1
7.1,2,84,4.6,0,1,71,61,1,3,3,1,2,386.4,1,1
6.5,1,68,4.1,0,1,55,64,0,2,2,1,1,278.79999999999995,1,1
8.5,3,77,4.7,1,1,65,85,0,5,4,2,4,361.90000000000003,1,1
8.4,3,89,4.1,1,1,70,84,1,5,3,2,5,364.9,1,0
8.0,2,81,4.4,1,1,83,84,1,4,3,2,3,356.40000000000003,1,1
8.0,1,77,3.7,1,1,73,69,0,3,2,2,2,284.90000000000003,1,1
8.5,2,86,4.3,1,1,80,86,1,4,4,2,2,369.8,0,1
8.2,3,71,4.7,1,1,76,88,1,3,3,0,3,333.7,1,1
7.6,1,81,4.3,1,0,74,67,0,2,1,1,2,348.3,1,1
6.8,2,82,3.9,1,1,61,66,1,5,3,3,4,319.8,1,0
7.8,3,86,4.4,1,1,76,80,0,6,5,3,4,378.40000000000003,0,1
8.6,3,87,4.6,1,1,77,74,1,5,4,2,4,400.2,1,1
8.2,3,75,4.5,1,1,80,63,0,6,4,3,5,337.5,1,0
8.3,3,84,4.3,0,0,81,82,0,5,3,2,5,361.2,1,0
7.6,3,80,4.3,1,1,84,67,0,4,4,1,3,344.0,1,1
7.6,1,81,4.5,0,0,62,67,0,2,2,1,1,364.5,1,1
6.5,1,64,4.0,0,1,55,66,0,3,2,2,2,256.0,1,1
7.5,2,89,4.8,1,1,72,79,1,4,4,2,2,427.2,0,1
7.4,1,77,4.3,0,0,66,74,1,3,3,2,1,331.09999999999997,0,1
7.8,3,69,4.2,1,1,73,71,1,3,3,0,3,289.8,1,1
7.7,1,90,4.5,1,1,56,73,1,4,3,3,2,405.0,0,1
7.2,1,78,4.2,0,0,65,74,0,2,2,1,1,327.6,1,1
7.5,1,89,4.0,0,1,66,63,0,3,1,2,3,356.0,1,0
7.3,1,74,4.1,0,0,64,72,0,2,1,1,2,303.4,1,1
7.1,2,85,4.2,1,1,73,84,1,3,3,1,2,357.0,1,1
8.0,3,80,4.8,1,1,78,86,0,8,5,5,6,384.0,0,0
7.7,1,76,3.4,0,0,55,65,0,1,1,0,1,258.4,1,1
7.5,1,70,4.3,0,1,55,71,0,2,2,1,1,301.0,1,1
6.6,1,70,4.6,0,1,55,66,1,3,2,2,2,322.0,1,1
6.5,1,75,4.1,0,1,83,67,0,1,1,0,1,307.5,1,1
7.3,1,65,4.0,0,1,63,70,0,2,2,1,1,260.0,1,1
7.6,2,66,3.8,1,0,55,68,0,3,3,1,2,250.79999999999998,1,1
8.2,3,90,4.6,1,1,86,85,1,6,4,3,5,413.99999999999994,1,0
8.3,3,75,3.9,1,1,76,81,1,4,4,1,3,292.5,1,1
8.3,2,71,4.5,1,1,56,67,1,5,3,3,4,319.5,1,0
7.2,2,90,4.8,1,1,82,75,1,4,2,2,4,432.0,1,0
7.7,1,67,3.5,0,0,55,61,0,1,1,0,1,234.5,1,1
7.8,2,66,3.6,0,1,85,66,0,3,2,1,3,237.6,1,1
8.1,2,88,4.6,1,1,82,86,1,3,3,1,2,404.79999999999995,1,1
8.0,3,88,4.6,1,1,84,70,1,3,3,0,3,404.79999999999995,1,1
6.7,2,78,4.4,0,0,60,88,0,4,3,2,3,343.20000000000005,1,1
7.6,1,65,4.1,0,0,55,62,0,2,1,1,2,266.5,1,1
7.5,1,70,3.9,0,0,56,75,0,2,2,1,1,273.0,1,1
6.5,1,82,3.9,0,1,55,60,0,2,2,1,1,319.8,1,1
8.3,2,82,4.6,1,1,83,87,1,5,3,3,4,377.2,1,0
6.5,2,69,4.7,1,1,72,72,0,3,2,1,3,324.3,1,1
7.9,3,87,4.5,0,1,74,67,0,7,5,4,5,391.5,0,0
8.1,3,90,4.7,1,1,78,82,1,7,5,4,5,423.0,0,0
7.3,1,83,3.9,1,0,67,70,0,3,2,2,2,323.7,1,1
6.6,1,67,4.5,0,0,65,71,0,2,1,1,2,301.5,1,1
7.6,1,81,3.8,0,1,59,60,0,2,2,1,1,307.8,1,1
7.5,1,71,4.1,0,0,60,72,0,1,1,0,1,291.09999999999997,1,1
7.4,1,63,4.2,0,1,55,68,0,3,2,2,2,264.6,1,1
6.5,2,66,4.0,0,0,57,71,0,3,3,1,2,264.0,1,1
7.6,2,73,4.0,1,1,75,64,0,3,3,1,2,292.0,1,1
6.8,1,78,4.1,0,0,73,72,0,3,2,2,2,319.79999999999995,1,1
8.8,3,90,4.8,1,1,80,80,1,7,5,4,5,432.0,0,0
7.6,2,81,4.0,0,1,55,61,0,4,3,2,3,324.0,1,1
7.7,2,69,4.1,0,1,78,63,0,4,3,2,3,282.9,1,1
8.0,2,83,4.5,1,1,72,88,0,6,4,4,4,373.5,0,0
7.9,1,86,4.3,0,1,61,63,1,3,1,2,3,369.8,1,0
7.5,1,69,4.3,0,0,62,62,0,2,2,1,1,296.7,1,1
7.4,3,71,4.8,1,1,85,75,1,7,5,4,5,340.8,0,0
8.4,3,90,4.8,1,1,80,78,1,6,4,3,5,432.0,1,0
8.3,1,88,4.1,1,0,70,80,1,4,2,3,3,360.79999999999995,1,0
7.9,1,89,4.8,1,0,78,77,0,5,3,4,3,427.2,0,0
8.2,1,69,4.5,1,0,83,79,0,4,3,3,2,310.5,0,1
6.9,2,85,4.8,1,1,73,87,1,3,3,1,2,408.0,1,1
6.7,1,71,4.3,0,0,67,60,0,1,1,0,1,305.3,1,1
7.6,3,85,3.7,1,1,80,83,0,5,3,2,5,314.5,1,0
7.9,2,76,4.5,1,1,55,58,0,5,3,3,4,342.0,1,0
7.8,1,82,4.3,1,1,59,65,1,4,2,3,3,352.59999999999997,1,0
8.1,3,78,4.5,0,1,57,68,1,7,5,4,5,351.0,0,0
8.0,2,89,4.5,1,1,81,81,1,5,3,3,4,400.5,1,0
7.4,2,78,4.6,0,0,78,65,0,3,3,1,2,358.79999999999995,1,1
7.6,2,60,4.1,0,1,57,65,0,3,3,1,2,245.99999999999997,1,1
8.1,1,85,4.5,1,1,79,82,1,1,1,0,1,382.5,1,1
8.6,1,75,4.5,1,1,68,82,0,4,2,3,3,337.5,1,0
7.8,2,76,4.0,0,1,73,58,0,5,3,3,4,304.0,1,0
8.3,3,75,3.8,1,1,83,85,1,5,3,2,5,285.0,1,0
7.3,1,76,4.1,0,1,80,68,0,3,2,2,2,311.59999999999997,1,1
8.2,3,90,4.6,1,0,72,85,0,7,5,4,5,413.99999999999994,0,0
7.5,1,81,4.5,0,1,58,76,1,2,2,1,1,364.5,1,1
8.4,1,70,4.8,1,0,67,84,0,3,2,2,2,336.0,1,1
8.7,3,90,4.8,1,1,76,85,1,7,5,4,5,432.0,0,0
8.0,2,83,3.3,1,1,65,69,0,6,4,4,4,273.9,0,0
8.1,3,76,4.5,1,1,69,67,0,8,5,5,6,342.0,0,0
8.4,3,84,4.8,1,1,77,84,1,3,3,0,3,403.2,1,1
8.3,3,78,4.3,1,0,77,87,0,5,3,2,5,335.4,1,0
7.8,2,81,4.8,1,1,74,88,1,6,4,4,4,388.8,0,0
7.5,2,79,4.6,0,1,65,71,0,4,3,2,3,363.4,1,1
8.3,3,90,4.8,1,1,81,87,1,7,5,4,5,432.0,0,0
7.4,1,64,4.7,1,1,55,72,0,2,2,1,1,300.8,1,1
8.1,1,72,4.6,1,0,61,63,0,3,2,2,2,331.2,1,1
7.0,1,81,4.8,1,0,72,82,0,4,2,3,3,388.8,1,0
