StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,label
456,8.2,2,1,2,71,4.2,Yes,Yes,85,85,0
457,8.1,2,2,0,71,4.4,Yes,Yes,78,83,1
458,7.1,0,2,2,76,4.2,No,No,63,64,0
459,8.6,1,2,0,82,3.7,Yes,Yes,77,65,1
460,7,1,2,0,67,4.3,No,Yes,69,69,0
461,8.7,0,1,2,82,4.5,Yes,Yes,73,86,1
462,8.1,1,2,1,84,4.3,Yes,Yes,77,83,0
463,7.5,1,2,0,87,4.6,Yes,Yes,83,81,1
464,6.5,2,3,2,74,4.2,No,No,90,67,0
465,7.5,0,2,1,62,4.5,No,No,55,65,0
466,7.1,2,3,2,90,4.4,Yes,Yes,77,87,1
467,7.7,1,2,1,74,4.1,No,Yes,67,64,0
468,7.9,1,3,0,79,3.7,No,Yes,67,83,0
469,8.4,2,1,1,87,4.8,No,Yes,75,78,0
470,6.9,0,1,0,67,3.9,Yes,No,67,65,0
471,7.7,1,2,0,78,3.6,No,Yes,64,81,0
472,8.1,2,3,0,81,4.8,Yes,Yes,72,88,0
473,8.5,1,1,2,82,3.4,Yes,No,76,85,0
474,7.7,2,3,2,78,4.8,Yes,No,82,69,0
475,8.4,2,3,2,84,4.5,Yes,Yes,78,78,1
476,6.5,1,2,1,70,3.8,No,No,61,70,0
477,7.5,1,1,0,81,4.6,Yes,Yes,60,67,0
478,7.4,1,1,1,75,4.2,No,Yes,65,65,0
479,8.7,1,3,2,90,4.8,Yes,Yes,70,88,1
480,6.7,1,1,1,66,3.4,No,Yes,59,68,0
481,8.1,2,3,2,87,4.4,Yes,Yes,86,83,1
482,8.3,2,2,0,90,4.6,Yes,Yes,81,81,1
483,8.1,1,3,2,90,4.6,Yes,Yes,79,88,1
484,7.6,1,2,0,86,4,Yes,Yes,62,70,0
485,7.9,1,2,2,90,4.3,Yes,Yes,74,88,1
486,7.8,0,3,0,76,3.7,Yes,Yes,85,79,1
487,6.8,1,2,0,67,4.8,No,No,55,73,0
488,8.3,0,1,2,84,4.7,Yes,Yes,65,64,1
489,8.7,1,3,2,90,4.7,Yes,Yes,74,86,1
490,7.4,0,2,0,71,4,No,Yes,55,73,1
491,7.9,0,2,0,69,4.2,No,No,61,66,0
492,8.1,2,3,2,90,4.8,Yes,Yes,80,83,1
493,7.9,2,3,2,90,4.8,Yes,Yes,82,84,1
494,6.7,1,1,1,65,4,No,Yes,64,61,0
495,8.1,2,3,2,87,4.6,Yes,Yes,85,80,1
496,7,1,1,1,70,4.8,No,No,61,63,0
497,8,1,2,0,81,4.2,Yes,Yes,66,72,0
498,8.3,1,3,2,86,4.8,Yes,Yes,66,88,1
499,8.4,1,1,2,81,3.9,Yes,Yes,64,84,1
500,8.2,2,2,1,74,4.5,No,Yes,65,84,0
501,7.5,1,1,0,72,4.1,No,Yes,55,63,0
502,8.2,2,3,1,79,4.8,Yes,Yes,79,86,1
503,8.4,2,1,2,77,4.5,Yes,Yes,71,72,0
504,6.9,1,2,1,73,4.5,No,No,60,65,0
505,6.8,1,1,0,67,4.3,Yes,No,84,61,0
506,7.7,0,1,1,76,3.9,No,No,58,66,0
507,7.6,0,1,0,66,3.5,No,No,55,67,0
508,8.6,1,2,0,74,4.4,No,No,55,66,1
509,7.5,1,1,0,79,3.7,No,No,55,58,0
510,8.3,0,1,1,72,3.5,No,No,60,71,0
511,7.7,1,1,0,70,3.9,No,Yes,55,67,0
512,7.6,1,1,0,70,3.5,No,No,63,62,0
513,7.5,1,3,0,80,4,Yes,Yes,60,62,0
514,8.4,1,3,1,79,4.4,Yes,Yes,78,82,1
515,8,2,3,2,90,4.8,Yes,Yes,87,88,1
516,8.1,2,3,2,90,4.8,Yes,Yes,70,81,1
517,7.6,2,3,2,84,4.6,Yes,Yes,72,85,1
518,6.8,0,3,1,82,4.2,Yes,Yes,74,72,0
519,7.3,1,2,2,73,4.7,Yes,Yes,75,72,0
520,8.1,0,3,2,90,4.2,Yes,Yes,69,88,1
521,8.1,2,3,2,90,4.8,Yes,Yes,84,86,1
522,7.7,1,3,0,79,4.8,No,Yes,75,69,0
523,7.5,0,2,0,82,4.8,Yes,Yes,68,64,1
524,7.8,0,1,1,69,4.2,No,No,57,71,0
525,8.4,2,3,1,89,4.6,Yes,Yes,74,70,0
526,8.3,2,3,1,86,4.7,No,No,81,84,0
527,7.4,1,1,1,67,4.5,No,No,55,67,0
528,7.6,1,2,1,82,4.7,No,Yes,64,65,0
529,8.3,1,3,3,86,4.8,Yes,Yes,81,86,1
530,6.5,0,1,0,72,3.6,No,No,60,59,0
531,6.5,1,1,0,76,3.9,No,Yes,57,76,0
532,6.5,1,2,0,77,4.6,No,Yes,64,70,0
533,8.4,1,3,2,68,3.6,Yes,Yes,72,61,1
534,8.6,1,3,0,81,4.8,Yes,Yes,79,71,1
535,8.4,1,2,2,75,4.1,Yes,Yes,55,73,0
536,7.6,0,1,0,65,4.1,No,No,55,68,0
537,8.3,2,3,2,90,4.8,Yes,Yes,77,85,1
538,7.7,0,1,2,76,4.6,No,Yes,84,63,0
539,6.5,0,1,1,71,4.4,Yes,Yes,55,75,0
540,7.6,1,1,0,70,4,No,Yes,55,57,0
541,7.7,1,1,0,79,3.9,No,Yes,55,72,0
542,8.2,1,3,2,71,4.8,Yes,Yes,73,70,0
543,7.6,1,2,1,89,4.5,No,No,60,64,0
544,7.3,1,3,2,83,4.7,Yes,Yes,70,84,1
545,8.3,2,2,1,81,4.3,Yes,Yes,73,72,0
546,8.4,1,3,2,90,4.7,Yes,Yes,79,88,1
547,7.5,1,1,1,80,3.8,No,No,58,67,0
548,7.7,1,2,0,78,4.4,Yes,Yes,80,83,0
549,7.6,1,1,0,79,3.9,No,No,57,62,0
550,7.1,1,2,0,70,4,No,No,57,72,0
551,6.6,0,1,1,72,4.1,No,Yes,64,70,0
552,8.2,2,2,1,90,4.8,No,Yes,72,62,1
553,8.4,1,3,2,78,4.8,Yes,No,85,81,0
554,6.8,0,3,2,76,3.9,Yes,Yes,85,73,0
555,7.9,1,2,1,82,4.5,Yes,Yes,67,63,0
556,8.1,1,3,1,88,4.4,No,Yes,77,87,1
557,8.4,2,3,2,90,4.5,Yes,Yes,85,86,1
558,8.2,2,3,2,87,4.8,Yes,Yes,75,72,1
559,7.6,1,1,1,68,4.2,No,No,56,67,0
560,7.1,0,2,0,80,3.8,No,Yes,57,70,0
561,8.3,1,3,3,90,4.8,Yes,Yes,80,81,1
562,8.6,0,3,2,88,4.8,Yes,Yes,85,83,1
563,6.7,1,2,1,60,4.1,No,No,55,70,0
564,8,1,2,0,87,4.4,Yes,Yes,87,82,1
565,6.5,1,1,1,67,4.3,No,No,55,67,0
566,7.1,0,1,1,71,4,No,Yes,56,64,0
567,6.7,0,1,0,83,4.4,No,No,62,68,0
568,6.5,0,1,1,63,3.7,No,No,58,66,0
569,7.7,1,1,2,85,4.7,Yes,Yes,80,82,0
570,6.5,1,2,0,67,4.4,No,No,72,68,0
571,7.7,0,1,1,65,4,No,No,57,66,0
572,8,2,3,2,90,4.7,Yes,Yes,70,87,1
573,6.5,1,1,0,70,4.8,Yes,Yes,79,62,1
574,7.1,1,1,1,72,4.3,No,Yes,55,65,0
575,7.4,0,2,0,88,3.6,No,No,75,68,0
576,6.5,1,1,1,75,3.9,No,No,58,66,0
577,7.5,2,1,2,79,3.9,Yes,Yes,68,82,0
578,8.9,1,2,0,77,4.5,Yes,Yes,71,86,0
579,8.3,2,1,0,86,4.8,Yes,No,74,86,0
580,8.4,1,3,2,90,4.8,Yes,Yes,70,84,0
581,6.6,0,2,1,70,3.2,No,Yes,62,58,0
582,8.1,2,3,1,75,3.7,Yes,Yes,86,66,1
583,6.5,1,2,0,79,4.6,Yes,No,71,75,1
584,6.5,0,3,2,90,4.8,Yes,Yes,82,86,1
585,8.6,2,3,2,90,4.8,Yes,Yes,79,82,1
586,6.5,1,2,0,84,4.3,No,Yes,80,69,0
587,8,1,1,0,84,3.9,Yes,No,55,66,0
588,7.6,0,1,1,84,4.3,No,No,55,68,0
589,7.4,0,1,1,65,4.7,No,No,55,58,0
590,8.4,2,3,0,75,4.8,No,No,64,81,1
591,8.4,1,3,0,77,4.7,Yes,Yes,79,84,1
592,7.5,1,2,1,69,3.8,No,Yes,57,69,0
593,6.5,1,1,0,75,4.7,No,Yes,56,69,1
594,7.4,1,2,1,67,4.2,No,Yes,58,64,0
595,8.4,1,3,2,88,4.8,Yes,Yes,80,85,1
596,6.5,1,2,0,71,4.3,No,Yes,55,70,0
597,8.6,2,3,2,90,4.8,Yes,Yes,84,85,1
598,6.5,1,1,2,71,4.1,Yes,Yes,64,85,0
599,7.7,1,1,1,71,4.3,Yes,No,57,71,0
600,8.7,1,3,2,90,4.8,Yes,Yes,76,85,1
601,6.5,0,1,0,65,3.5,No,Yes,55,71,0
602,8.1,1,3,1,90,4.8,Yes,Yes,74,80,1
603,8.7,2,3,1,77,4.3,Yes,Yes,72,67,0
604,7.7,0,1,1,71,4,No,No,55,62,0
605,8.7,1,3,2,88,4.8,Yes,Yes,83,86,1
606,7.1,1,2,0,77,3.7,Yes,Yes,71,69,1
607,6.6,1,2,1,74,3.7,No,No,55,66,0
608,7.6,1,2,0,60,3.9,No,No,55,63,0
609,7.4,1,1,1,81,3.8,No,Yes,55,84,0
610,8,1,1,0,83,4.7,No,Yes,60,87,1
611,8.3,2,3,2,90,4.7,Yes,Yes,76,88,1
612,7,0,1,0,82,4.4,Yes,No,55,73,0
613,7.9,1,1,2,74,4.8,Yes,No,80,79,0
614,6.5,0,3,1,67,3.5,Yes,Yes,86,72,1
615,7.4,1,1,1,68,4.7,No,Yes,55,66,0
616,7.1,1,2,0,84,4.6,No,Yes,71,61,1
617,6.5,1,1,0,68,4.1,No,Yes,55,64,0
618,8.5,1,3,1,77,4.7,Yes,Yes,65,85,0
619,8.4,0,3,2,89,4.1,Yes,Yes,70,84,1
620,8,1,2,1,81,4.4,Yes,Yes,83,84,1
621,8,1,1,1,77,3.7,Yes,Yes,73,69,0
622,8.5,2,2,0,86,4.3,Yes,Yes,80,86,1
623,8.2,0,3,0,71,4.7,Yes,Yes,76,88,1
624,7.6,0,1,1,81,4.3,Yes,No,74,67,0
625,6.8,1,2,2,82,3.9,Yes,Yes,61,66,1
626,7.8,2,3,1,86,4.4,Yes,Yes,76,80,0
627,8.6,1,3,1,87,4.6,Yes,Yes,77,74,1
628,8.2,1,3,2,75,4.5,Yes,Yes,80,63,0
629,8.3,0,3,2,84,4.3,No,No,81,82,0
630,7.6,1,3,0,80,4.3,Yes,Yes,84,67,0
631,7.6,1,1,0,81,4.5,No,No,62,67,0
632,6.5,1,1,1,64,4,No,Yes,55,66,0
633,7.5,2,2,0,89,4.8,Yes,Yes,72,79,1
634,7.4,2,1,0,77,4.3,No,No,66,74,1
635,7.8,0,3,0,69,4.2,Yes,Yes,73,71,1
636,7.7,2,1,1,90,4.5,Yes,Yes,56,73,1
637,7.2,1,1,0,78,4.2,No,No,65,74,0
638,7.5,0,1,2,89,4,No,Yes,66,63,0
639,7.3,0,1,1,74,4.1,No,No,64,72,0
640,7.1,1,2,0,85,4.2,Yes,Yes,73,84,1
641,8,2,3,3,80,4.8,Yes,Yes,78,86,0
642,7.7,0,1,0,76,3.4,No,No,55,65,0
643,7.5,1,1,0,70,4.3,No,Yes,55,71,0
644,6.6,1,1,1,70,4.6,No,Yes,55,66,1
645,6.5,0,1,0,75,4.1,No,Yes,83,67,0
646,7.3,1,1,0,65,4,No,Yes,63,70,0
647,7.6,1,2,0,66,3.8,Yes,No,55,68,0
648,8.2,1,3,2,90,4.6,Yes,Yes,86,85,1
649,8.3,1,3,0,75,3.9,Yes,Yes,76,81,1
650,8.3,1,2,2,71,4.5,Yes,Yes,56,67,1
651,7.2,0,2,2,90,4.8,Yes,Yes,82,75,1
652,7.7,0,1,0,67,3.5,No,No,55,61,0
653,7.8,0,2,1,66,3.6,No,Yes,85,66,0
654,8.1,1,2,0,88,4.6,Yes,Yes,82,86,1
655,8,0,3,0,88,4.6,Yes,Yes,84,70,1
656,6.7,1,2,1,78,4.4,No,No,60,88,0
657,7.6,0,1,1,65,4.1,No,No,55,62,0
658,7.5,1,1,0,70,3.9,No,No,56,75,0
659,6.5,1,1,0,82,3.9,No,Yes,55,60,0
660,8.3,1,2,2,82,4.6,Yes,Yes,83,87,1
661,6.5,0,2,1,69,4.7,Yes,Yes,72,72,0
662,7.9,2,3,2,87,4.5,No,Yes,74,67,0
663,8.1,2,3,2,90,4.7,Yes,Yes,78,82,1
664,7.3,1,1,1,83,3.9,Yes,No,67,70,0
665,6.6,0,1,1,67,4.5,No,No,65,71,0
666,7.6,1,1,0,81,3.8,No,Yes,59,60,0
667,7.5,0,1,0,71,4.1,No,No,60,72,0
668,7.4,1,1,1,63,4.2,No,Yes,55,68,0
669,6.5,1,2,0,66,4,No,No,57,71,0
670,7.6,1,2,0,73,4,Yes,Yes,75,64,0
671,6.8,1,1,1,78,4.1,No,No,73,72,0
672,8.8,2,3,2,90,4.8,Yes,Yes,80,80,1
673,7.6,1,2,1,81,4,No,Yes,55,61,0
674,7.7,1,2,1,69,4.1,No,Yes,78,63,0
675,8,2,2,2,83,4.5,Yes,Yes,72,88,0
676,7.9,0,1,2,86,4.3,No,Yes,61,63,1
677,7.5,1,1,0,69,4.3,No,No,62,62,0
678,7.4,2,3,2,71,4.8,Yes,Yes,85,75,1
679,8.4,1,3,2,90,4.8,Yes,Yes,80,78,1
680,8.3,1,1,2,88,4.1,Yes,No,70,80,1
681,7.9,2,1,2,89,4.8,Yes,No,78,77,0
682,8.2,2,1,1,69,4.5,Yes,No,83,79,0
683,6.9,1,2,0,85,4.8,Yes,Yes,73,87,1
684,6.7,0,1,0,71,4.3,No,No,67,60,0
685,7.6,0,3,2,85,3.7,Yes,Yes,80,83,0
686,7.9,1,2,2,76,4.5,Yes,Yes,55,58,0
687,7.8,1,1,2,82,4.3,Yes,Yes,59,65,1
688,8.1,2,3,2,78,4.5,No,Yes,57,68,1
689,8,1,2,2,89,4.5,Yes,Yes,81,81,1
690,7.4,1,2,0,78,4.6,No,No,78,65,0
691,7.6,1,2,0,60,4.1,No,Yes,57,65,0
692,8.1,0,1,0,85,4.5,Yes,Yes,79,82,1
693,8.6,1,1,2,75,4.5,Yes,Yes,68,82,0
694,7.8,1,2,2,76,4,No,Yes,73,58,0
695,8.3,0,3,2,75,3.8,Yes,Yes,83,85,1
696,7.3,1,1,1,76,4.1,No,Yes,80,68,0
697,8.2,2,3,2,90,4.6,Yes,No,72,85,0
698,7.5,1,1,0,81,4.5,No,Yes,58,76,1
699,8.4,1,1,1,70,4.8,Yes,No,67,84,0
700,8.7,2,3,2,90,4.8,Yes,Yes,76,85,1
701,8,2,2,2,83,3.3,Yes,Yes,65,69,0
702,8.1,2,3,3,76,4.5,Yes,Yes,69,67,0
703,8.4,0,3,0,84,4.8,Yes,Yes,77,84,1
704,8.3,0,3,2,78,4.3,Yes,No,77,87,0
705,7.8,2,2,2,81,4.8,Yes,Yes,74,88,1
706,7.5,1,2,1,79,4.6,No,Yes,65,71,0
707,8.3,2,3,2,90,4.8,Yes,Yes,81,87,1
708,7.4,1,1,0,64,4.7,Yes,Yes,55,72,0
709,8.1,1,1,1,72,4.6,Yes,No,61,63,0
710,7,1,1,2,81,4.8,Yes,No,72,82,0
711,8.2,1,2,0,83,4.8,Yes,No,65,71,1
712,7.7,1,2,1,85,4.6,Yes,Yes,76,83,1
713,8.5,2,2,2,80,4.8,Yes,Yes,75,88,1
714,7.7,1,2,0,71,4.5,Yes,Yes,71,68,0
715,7.5,1,1,1,71,4,No,Yes,55,60,0
716,8.2,2,1,0,74,4.5,Yes,Yes,77,67,0
717,7.9,1,2,2,88,4.8,Yes,Yes,70,84,1
718,8.3,2,3,2,90,4.8,Yes,Yes,72,84,0
719,6.5,0,1,0,75,4.5,No,No,58,84,0
720,8.1,2,3,3,90,4.7,Yes,Yes,64,83,1
721,7.7,2,3,0,87,4.4,Yes,Yes,78,82,0
722,7.7,1,1,1,71,4.2,No,Yes,55,72,0
723,8.5,1,3,2,88,4.2,Yes,Yes,87,88,1
724,8,2,3,2,90,4.8,Yes,Yes,78,87,1
725,7.5,1,1,1,64,3.3,No,No,68,58,0
726,8.7,0,1,2,90,4.5,Yes,Yes,76,87,1
727,8.3,1,2,1,71,3.9,No,No,55,66,0
728,8,2,3,2,90,4.3,Yes,Yes,72,84,1
729,7.7,0,2,0,73,4.2,Yes,Yes,82,87,1
730,7.8,1,1,1,72,4.3,No,Yes,62,70,0
731,7.5,1,1,0,77,3.9,No,Yes,55,69,0
732,8.2,1,2,3,82,4.6,Yes,Yes,74,83,0
733,7.7,1,1,1,77,4.1,Yes,Yes,74,61,0
734,8.6,0,3,2,73,4.2,Yes,No,73,85,1
735,6.5,0,1,1,82,4.5,No,No,55,71,0
736,6.5,1,1,1,70,3.8,No,No,55,62,0
737,7.6,1,2,0,82,4,No,No,59,68,0
738,7.9,0,3,1,86,4.6,Yes,No,77,80,1
739,6.5,1,1,1,77,3.9,No,Yes,55,70,0
740,8.3,2,3,2,90,4.7,Yes,Yes,82,83,0
741,8.1,2,3,2,90,4.8,Yes,Yes,80,88,1
742,6.8,1,1,0,85,4.3,No,Yes,77,75,0
743,7.4,1,1,0,78,3.9,No,No,55,80,0
744,6.6,1,2,0,77,4.1,No,Yes,55,72,0
745,8.4,1,2,2,77,4.5,No,Yes,55,85,0
746,8.8,1,1,2,87,4.4,Yes,Yes,78,81,1
747,7.8,0,1,0,79,4.1,No,Yes,58,65,1
748,7.4,0,2,0,86,3.8,No,Yes,78,71,0
749,7.4,0,1,1,73,4.4,No,No,55,57,0
750,8.3,1,3,2,90,4.8,Yes,Yes,86,84,1
751,8.2,2,3,2,86,4.7,Yes,Yes,85,88,1
752,8.8,1,3,2,82,4.8,Yes,Yes,77,84,0
753,8.7,1,2,0,78,4.4,Yes,Yes,71,80,1
754,8.4,1,3,3,90,4.7,Yes,Yes,78,72,1
755,8.1,2,3,2,90,4.6,Yes,Yes,82,88,1
756,8.1,0,3,2,90,4.7,Yes,Yes,82,86,1
757,7.8,1,1,2,81,4.8,Yes,Yes,79,65,1
758,8.1,0,2,3,71,4.2,Yes,No,82,74,0
759,7.5,0,1,1,67,3.6,No,No,63,72,0
760,7.6,1,2,2,78,4.4,Yes,Yes,82,74,0
761,6.5,0,1,0,78,3.9,No,No,64,67,0
762,8.3,2,3,2,89,4.4,Yes,Yes,66,84,1
763,7.5,1,1,0,72,3.4,No,No,55,61,0
764,7.4,1,3,1,87,3.6,No,No,57,61,0
765,7.8,2,1,0,84,4.2,Yes,Yes,71,65,1
766,7.3,1,1,1,75,3.7,No,Yes,55,74,0
767,8.3,0,1,0,79,3.5,No,Yes,70,70,1
768,8.2,1,3,2,90,4.8,Yes,Yes,72,85,1
769,8.4,2,2,2,87,4.7,Yes,Yes,56,85,0
770,8.5,1,1,0,75,4.5,Yes,Yes,84,68,0
771,7.2,1,1,1,83,4.4,No,No,59,68,0
772,6.9,1,2,1,70,4.1,No,No,60,64,0
773,8.5,0,3,3,87,4.7,Yes,Yes,73,85,0
774,7.8,2,3,2,90,4.3,Yes,Yes,80,85,1
775,7.5,0,3,1,84,4.2,No,Yes,56,68,0
776,6.5,1,1,0,68,4.5,No,No,59,64,0
777,7.3,1,2,2,79,4.6,No,No,55,68,1
778,7.4,1,2,1,63,3.6,Yes,Yes,57,61,0
779,6.5,1,2,0,84,4.2,No,No,79,65,0
780,7.7,1,2,0,85,4.3,No,Yes,69,74,0
781,6.7,1,1,1,67,3.7,No,No,56,64,0
782,7.7,1,2,0,88,4.8,Yes,Yes,70,85,1
783,7.8,2,3,2,90,4.7,Yes,Yes,80,86,1
784,8,2,3,2,90,4.8,Yes,Yes,73,88,0
785,8.3,1,3,2,87,4.6,Yes,Yes,80,81,0
786,7.5,1,3,0,86,4.4,Yes,Yes,73,83,1
787,8.3,2,3,2,81,4.8,Yes,Yes,70,85,1
788,8.1,1,1,1,71,4.7,Yes,Yes,56,68,0
789,8.5,0,3,2,90,4.8,Yes,Yes,87,85,1
790,7.9,1,1,2,90,4.8,Yes,Yes,73,84,0
791,8.1,1,2,0,85,4.3,Yes,Yes,78,74,1
792,6.9,1,1,0,71,4.5,No,Yes,55,63,0
793,6.8,2,3,3,87,4,Yes,Yes,78,82,0
794,7.7,1,1,0,84,4.7,Yes,Yes,71,63,1
795,6.5,1,2,1,76,4.5,Yes,Yes,55,74,0
796,7.5,0,1,1,78,3.9,No,Yes,55,75,0
797,8.4,2,3,0,85,4.2,Yes,Yes,60,86,0
798,6.8,1,1,0,76,4.5,No,No,55,65,1
799,7.9,1,3,1,84,3.9,Yes,Yes,77,85,0
800,6.5,1,1,0,71,4.1,No,No,55,66,0
801,7.8,1,3,0,88,4.8,Yes,Yes,77,87,1
802,6.5,0,2,1,60,3.5,No,No,55,73,0
803,7.8,0,1,1,77,4.8,No,Yes,73,67,0
804,8.3,1,3,2,76,4.8,Yes,Yes,71,87,1
805,8.3,0,3,1,71,3.4,Yes,Yes,77,71,0
806,6.5,0,1,0,73,4,Yes,Yes,68,67,0
807,8.5,1,3,1,83,4.7,Yes,Yes,55,84,1
808,7.6,1,1,2,78,4.2,No,No,78,60,0
809,7.7,2,3,1,85,4.2,Yes,No,83,84,1
810,7.5,1,1,3,68,3.6,No,No,58,72,0
811,8,2,1,0,83,4.4,No,Yes,75,73,1
812,8.2,0,1,2,88,4.6,Yes,No,75,58,1
813,7.3,1,2,1,71,4.8,Yes,Yes,63,64,0
814,8.1,1,3,2,90,4.8,Yes,Yes,81,83,1
815,8.1,2,2,2,82,4.7,Yes,Yes,69,82,0
816,6.5,1,1,0,81,4.3,No,Yes,55,63,0
817,7.7,1,3,2,74,4.4,Yes,Yes,55,85,0
818,7.9,2,3,1,90,4,Yes,Yes,82,75,1
819,6.9,0,2,1,76,3.7,No,No,55,64,0
820,6.8,1,1,3,72,4.3,No,Yes,75,74,0
821,7.6,1,1,0,71,3.8,No,No,55,70,0
822,7.7,1,1,0,88,4.7,No,Yes,55,61,0
823,8.6,2,3,2,90,4.3,Yes,No,78,79,1
824,8,1,3,2,86,4.6,Yes,Yes,87,81,1
825,6.5,2,3,0,85,4,No,No,55,73,0
826,7.6,1,1,1,77,4.5,No,No,82,64,0
827,7.6,1,1,2,73,3.6,No,Yes,62,72,0
828,8.1,2,3,2,90,4.8,Yes,Yes,84,88,1
829,6.9,2,1,0,78,4.8,No,Yes,71,83,0
830,6.8,1,1,0,78,3.7,No,Yes,61,65,1
831,8.4,0,1,0,73,4.4,No,No,61,58,0
832,8.2,0,3,2,87,4.8,Yes,Yes,73,87,1
833,6.7,1,1,2,90,4.2,Yes,No,79,88,0
834,7.5,1,1,1,77,4.5,Yes,Yes,72,86,1
835,7.4,0,2,0,78,4.4,No,Yes,78,69,0
836,7.2,1,2,1,69,3.1,No,Yes,67,65,0
837,7.5,1,1,1,66,3.7,No,Yes,69,70,0
838,8.1,1,1,2,77,4.8,Yes,Yes,73,87,1
839,7.5,1,2,1,78,4.4,Yes,Yes,64,74,0
840,8.3,2,3,0,89,4.6,Yes,Yes,86,83,1
841,7.9,1,2,0,89,4.8,No,Yes,77,66,0
842,8.1,1,2,1,72,4.2,No,Yes,71,85,0
843,7.4,0,1,0,75,3.8,No,No,79,62,0
844,7.7,1,2,0,73,4.3,No,Yes,55,70,0
845,7.6,2,2,0,89,3.8,Yes,No,81,65,0
846,7.7,2,1,1,64,4.2,No,Yes,55,78,0
847,8.3,1,2,0,74,4.7,Yes,Yes,88,65,1
848,6.9,1,3,2,86,4.4,Yes,Yes,79,70,1
849,8,1,2,0,79,4.4,No,No,84,77,0
850,8.3,2,3,0,90,4.6,Yes,Yes,78,70,1
851,7.6,1,1,1,70,3.6,Yes,Yes,55,74,1
852,8.9,2,1,2,90,3.7,Yes,Yes,62,69,1
853,7.5,1,3,0,82,4.5,Yes,Yes,74,80,1
854,8.3,1,2,0,79,4.3,No,Yes,79,84,1
855,6.7,1,2,0,71,3.8,Yes,Yes,73,74,0
856,6.5,1,1,0,75,4.5,No,No,59,66,0
857,7.7,0,3,2,90,4.8,Yes,Yes,76,84,1
858,7,0,1,2,72,4,Yes,Yes,56,62,0
859,8.4,0,3,2,74,4.5,Yes,Yes,81,68,1
860,8.8,1,3,2,74,4.3,Yes,Yes,71,79,1
861,7.4,1,1,0,78,4.5,Yes,Yes,70,78,1
862,7.1,1,1,0,76,3.9,No,No,57,70,0
863,8.3,0,1,2,90,4.8,Yes,Yes,81,82,1
864,8.4,0,2,1,82,4.7,Yes,Yes,57,75,0
865,6.5,0,2,0,78,4.3,Yes,Yes,55,69,0
866,7.2,1,1,1,90,4.5,No,Yes,81,71,0
867,8.4,2,2,2,79,4.7,Yes,Yes,76,80,1
868,7.7,1,3,2,90,4.8,Yes,Yes,79,88,1
869,6.5,1,1,1,62,4.1,No,Yes,60,64,0
870,8.2,2,3,2,90,4.8,Yes,Yes,81,88,1
871,7.6,1,3,0,83,4.3,Yes,Yes,81,81,1
872,7.6,1,1,1,77,4.1,No,Yes,64,70,0
873,7.5,2,2,3,70,4.2,Yes,Yes,71,67,1
874,8.1,2,3,2,86,4.8,Yes,Yes,75,86,1
875,7.6,1,2,1,76,4.3,Yes,Yes,74,82,1
876,8.3,2,3,2,81,4.7,Yes,No,89,85,1
877,7.7,2,3,2,90,4.8,Yes,Yes,70,86,0
878,8.5,1,2,2,78,4.8,Yes,Yes,57,70,0
879,8.6,1,3,1,90,4.8,Yes,Yes,72,83,0
880,7.9,0,2,2,85,4,Yes,Yes,85,88,1
881,7.6,1,1,1,84,4.5,No,Yes,58,77,0
882,7.5,1,2,0,80,4,Yes,Yes,58,82,0
883,8,2,3,1,85,4.8,Yes,Yes,72,82,0
884,8.2,0,1,2,86,4.4,Yes,No,79,72,1
885,8.6,0,3,2,85,4.6,No,Yes,55,78,1
886,8.1,1,1,2,72,4.1,Yes,No,64,65,0
887,8.1,2,3,2,90,4.8,Yes,Yes,78,83,1
888,8.5,2,3,0,90,4.8,Yes,Yes,73,88,1
889,8.6,2,2,2,90,4.8,Yes,Yes,72,88,1
890,6.5,1,3,2,89,4.6,No,Yes,81,71,0
891,7.7,0,1,0,63,4,Yes,No,67,63,1
892,8.2,1,1,1,80,4.3,No,No,75,64,0
893,8.2,0,1,1,80,4.8,Yes,Yes,55,85,1
894,8.6,0,3,2,89,4.3,Yes,Yes,83,68,1
895,7.4,1,2,1,70,3.8,No,Yes,55,73,0
896,8.5,2,3,0,90,4.7,Yes,Yes,84,88,1
897,7.8,2,3,0,83,4.6,Yes,Yes,79,69,1
898,7,0,2,1,67,3.8,Yes,No,75,67,0
899,7.4,1,2,2,80,4.2,Yes,Yes,73,66,1
900,7.5,1,3,0,77,4.5,Yes,No,82,64,0
901,8,0,3,2,90,4.8,Yes,Yes,81,83,1
902,8.2,0,3,2,82,4.7,No,Yes,81,82,1
903,7.6,1,1,1,66,4.5,No,Yes,55,68,0
904,6.5,2,1,0,67,3.7,No,No,55,67,0
905,6.8,2,2,2,78,4.3,Yes,Yes,78,86,1
906,8.3,2,3,2,80,4.2,Yes,Yes,76,87,1
907,7.3,1,2,1,61,4.5,No,Yes,55,84,0
908,8.5,1,3,2,88,4.8,Yes,Yes,72,83,1
909,8.6,1,3,2,90,4.6,Yes,Yes,85,84,1
910,8.6,1,3,2,79,4.5,Yes,Yes,68,82,1
911,8.2,1,3,2,90,4.8,Yes,Yes,64,87,0
912,6.6,0,1,2,72,4.1,No,Yes,84,70,0
